The Return of Smash @ HCC
Sakura,2,0,Regaltoad
Prominence,1,2,Hyperspeed
Sunset,2,0,mike$$
oilysines,0,2,Perci
[REDACTED],2,1,Silver
Hoshikage,2,1,DaveTM
KnuX,2,0,The Crimson
Tendrii,2,0,Staci
Sakura,2,1,Prominence
Sunset,2,0,oilysines
[REDACTED],2,1,Hoshikage
Tendrii,0,2,KnuX
Sakura,3,1,Sunset
[REDACTED],3,2,Tendrii
Sakura,3,1,[REDACTED]
Hyperspeed,1,2,Regaltoad
Perci,0,2,mike$$
DaveTM,1,2,Silver
The Crimson,2,1,Staci
KnuX,2,1,Hyperspeed
Hoshikage,2,0,Perci
DaveTM,0,2,oilysines
Prominence,2,1,The Crimson
Hoshikage,1,3,KnuX
DaveTM,3,1,Prominence
Sunset,3,2,Hoshikage
Tendrii,3,1,DaveTM
Tendrii,0,3,Sunset
[REDACTED],3,2,Tendrii
Sakura,3,1,[REDACTED]
