The Return of Lair Wars
Sakura,2,0,Josh
The Crimson,2,1,9by
[REDACTED],2,0,ToonLinkMasta
KnuX,2,0,Belinda
9by,1,2,Josh
ToonLinkMasta,2,1,Belinda
Sakura,2,0,The Crimson
KnuX,2,0,[REDACTED]
The Crimson,2,1,ToonLinkMasta
[REDACTED],2,0,9by
Tendrii,2,0,Z LB 108U Z
Mighton,2,0,Staci
Sunset,2,0,Charlie
Zooey,2,1,Hyperspeed
Staci,2,1,Z LB 108U Z
Hyperspeed,2,0,Charlie
Tendrii,2,0,Mighton
Sunset,2,1,Zooey
Mighton,2,1,Hyperspeed
Zooey,2,0,Staci
Prominence,2,0,Earl
Perci,2,1,SOAR THE EAGLE
Hoshikage,2,1,Bolts
oilysines,2,1,parmesancheese
SOAR THE EAGLE,2,0,Earl
Bolts,2,1,parmesancheese
Prominence,2,0,Perci
Hoshikage,2,0,oilysines
Perci,2,1,Bolts
oilysines,2,1,SOAR THE EAGLE
DaveTM,2,0,Jimmy
mike$$,2,1,Orbot
Silver,2,0,Pubtools
The Doctor,2,0,TWB87
Orbot,2,0,Jimmy
Pubtools,2,1,TWB87
DaveTM,2,0,mike$$
Silver,2,1,The Doctor
mike$$,2,0,Pubtools
The Doctor,2,0,Orbot
Sakura,2,1,Sunset
Hoshikage,2,0,Tendrii
KnuX,2,1,Silver
DaveTM,2,1,Prominence
[REDACTED],2,0,mike$$
Zooey,2,0,Perci
The Doctor,2,1,The Crimson
Mighton,2,0,oilysines
Prominence,2,1,[REDACTED]
Silver,2,0,Zooey
Tendrii,2,0,The Doctor
Mighton,2,1,Sunset
Tendrii,3,1,Mighton
Prominence,3,2,Silver
Sakura,3,1,Hoshikage
DaveTM,3,1,KnuX
Prominence,3,1,Hoshikage
Tendrii,3,0,KnuX
Prominence,3,2,Tendrii
Sakura,3,1,DaveTM
Prominence,3,0,DaveTM
Prominence,3,2,Sakura
Sakura,3,0,Prominence
